Name,Image,National Number,Type,Species,Height,Weight,Abilities,Local Number,EV yield,Catch rate,Base Friendship,Base Exp.,Growth Rate,Egg Groups,Gender,Egg cycles,HP,Min HP,Max HP,Attack,Min Attack,Max Attack,Defense,Min Defense,Max Defense,Sp. Atk,Min Sp. Atk,Max Sp. Atk,Sp. Def,Min Sp. Def,Max Sp. Def,Speed,Min Speed,Max Speed,Total,Normal,Fire,Water,Electric,Grass,Ice,Fighting,Poison,Ground,Flying,Psychic,Bug,Rock,Ghost,Dragon,Dark,Steel,Fairy
Mega Gyarados,https://img.pokemondb.net/artwork/gyarados-mega.jpg,0130,Water Flying,Atrocious Pokémon,6.5 m (21′04″),235.0 kg (518.1 lbs),1. IntimidateMoxie (hidden ability),0130 (Yellow/Red/Blue)0077 (Gold/Silver/Crystal)0053 (Ruby/Sapphire/Emerald)0130 (FireRed/LeafGreen)0024 (Diamond/Pearl)0024 (Platinum)0077 (HeartGold/SoulSilver)0050 (X/Y — Central Kalos)0054 (Omega Ruby/Alpha Sapphire)0092 (Sun/Moon — Alola dex)0112 (U.Sun/U.Moon — Alola dex)0130 (Let's Go Pikachu/Let's Go Eevee)0145 (Sword/Shield)0024 (Brilliant Diamond/Shining Pearl)0081 (Legends: Arceus)0135 (Scarlet/Violet)0043 (The Isle of Armor)0063 (The Crown Tundra),2 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),189,Slow,"Dragon, Water 2","50% male, 50% female","5 (1,029–1,285 steps)",95,300,394,125,229,383,79,146,282,60,112,240,100,184,328,81,150,287,540,100,50,50,400,100,100,50,100,0,100,100,50,200,100,100,100,50,100
Lapras,https://img.pokemondb.net/artwork/lapras.jpg,0131,Water Ice,Transport Pokémon,2.5 m (8′02″),220.0 kg (485.0 lbs),1. Water Absorb2. Shell ArmorHydration (hidden ability),0131 (Red/Blue/Yellow)0219 (Gold/Silver/Crystal)0131 (FireRed/LeafGreen)0224 (HeartGold/SoulSilver)0242 (Black 2/White 2)0150 (X/Y — Coastal Kalos)0268 (Sun/Moon — Alola dex)0353 (U.Sun/U.Moon — Alola dex)0131 (Let's Go Pikachu/Let's Go Eevee)0361 (Sword/Shield)0190 (The Crown Tundra),2 HP,"45 (5.9% with PokéBall, full HP)",50 (normal),187,Slow,"Monster, Water 1","50% male, 50% female","40 (10,024–10,280 steps)",130,370,464,85,157,295,80,148,284,85,157,295,95,175,317,60,112,240,535,100,100,0,200,200,25,200,100,100,100,100,100,200,100,100,100,100,100
Ditto,https://img.pokemondb.net/artwork/ditto.jpg,0132,Normal,Transform Pokémon,0.3 m (1′00″),4.0 kg (8.8 lbs),1. LimberImposter (hidden ability),0132 (Red/Blue/Yellow)0092 (Gold/Silver/Crystal)0132 (FireRed/LeafGreen)0092 (HeartGold/SoulSilver)0261 (Black 2/White 2)0138 (X/Y — Mountain Kalos)0209 (Sun/Moon — Alola dex)0271 (U.Sun/U.Moon — Alola dex)0132 (Let's Go Pikachu/Let's Go Eevee)0373 (Sword/Shield)0212 (Scarlet/Violet)0207 (The Isle of Armor),1 HP,"35 (4.6% with PokéBall, full HP)",50 (normal),101,Medium Fast,Ditto,Genderless,"20 (4,884–5,140 steps)",48,206,300,48,90,214,48,90,214,48,90,214,48,90,214,48,90,214,288,100,100,100,100,100,100,200,100,100,100,100,100,100,0,100,100,100,100
Eevee,https://img.pokemondb.net/artwork/eevee.jpg,0133,Normal,Evolution Pokémon,0.3 m (1′00″),6.5 kg (14.3 lbs),1. Run Away2. AdaptabilityAnticipation (hidden ability),0133 (Red/Blue/Yellow)0180 (Gold/Silver/Crystal)0133 (FireRed/LeafGreen)0163 (Platinum)0184 (HeartGold/SoulSilver)0091 (Black 2/White 2)0077 (X/Y — Coastal Kalos)0123 (Sun/Moon — Alola dex)0153 (U.Sun/U.Moon — Alola dex)0133 (Let's Go Pikachu/Let's Go Eevee)0196 (Sword/Shield)0025 (Legends: Arceus)0179 (Scarlet/Violet)0074 (The Crown Tundra),1 Sp. Def,"45 (5.9% with PokéBall, full HP)",50 (normal),65,Medium Fast,Field,"87.5% male, 12.5% female","35 (8,739–8,995 steps)",55,220,314,55,103,229,50,94,218,45,85,207,65,121,251,55,103,229,325,100,100,100,100,100,100,200,100,100,100,100,100,100,0,100,100,100,100
Partner Eevee,https://img.pokemondb.net/artwork/eevee-lets-go.jpg,0133,Normal,Evolution Pokémon,0.3 m (1′00″),6.5 kg (14.3 lbs),1. Run Away2. AdaptabilityAnticipation (hidden ability),0133 (Red/Blue/Yellow)0180 (Gold/Silver/Crystal)0133 (FireRed/LeafGreen)0163 (Platinum)0184 (HeartGold/SoulSilver)0091 (Black 2/White 2)0077 (X/Y — Coastal Kalos)0123 (Sun/Moon — Alola dex)0153 (U.Sun/U.Moon — Alola dex)0133 (Let's Go Pikachu/Let's Go Eevee)0196 (Sword/Shield)0025 (Legends: Arceus)0179 (Scarlet/Violet)0074 (The Crown Tundra),1 Sp. Def,"45 (5.9% with PokéBall, full HP)",50 (normal),65,Medium Fast,Field,"87.5% male, 12.5% female","35 (8,739–8,995 steps)",55,220,314,55,103,229,50,94,218,45,85,207,65,121,251,55,103,229,325,100,100,100,100,100,100,200,100,100,100,100,100,100,0,100,100,100,100
Vaporeon,https://img.pokemondb.net/artwork/vaporeon.jpg,0134,Water,Bubble Jet Pokémon,1.0 m (3′03″),29.0 kg (63.9 lbs),1. Water AbsorbHydration (hidden ability),0134 (Red/Blue/Yellow)0181 (Gold/Silver/Crystal)0134 (FireRed/LeafGreen)0164 (Platinum)0185 (HeartGold/SoulSilver)0092 (Black 2/White 2)0078 (X/Y — Coastal Kalos)0124 (Sun/Moon — Alola dex)0154 (U.Sun/U.Moon — Alola dex)0134 (Let's Go Pikachu/Let's Go Eevee)0197 (Sword/Shield)0026 (Legends: Arceus)0180 (Scarlet/Violet)0075 (The Crown Tundra),2 HP,"45 (5.9% with PokéBall, full HP)",50 (normal),184,Medium Fast,Field,"87.5% male, 12.5% female","35 (8,739–8,995 steps)",130,370,464,65,121,251,60,112,240,110,202,350,95,175,317,65,121,251,525,100,50,0,200,200,50,100,100,100,100,100,100,100,100,100,100,50,100
Jolteon,https://img.pokemondb.net/artwork/jolteon.jpg,0135,Electric,Lightning Pokémon,0.8 m (2′07″),24.5 kg (54.0 lbs),1. Volt AbsorbQuick Feet (hidden ability),0135 (Red/Blue/Yellow)0182 (Gold/Silver/Crystal)0135 (FireRed/LeafGreen)0165 (Platinum)0186 (HeartGold/SoulSilver)0093 (Black 2/White 2)0079 (X/Y — Coastal Kalos)0125 (Sun/Moon — Alola dex)0155 (U.Sun/U.Moon — Alola dex)0135 (Let's Go Pikachu/Let's Go Eevee)0198 (Sword/Shield)0027 (Legends: Arceus)0181 (Scarlet/Violet)0076 (The Crown Tundra),2 Speed,"45 (5.9% with PokéBall, full HP)",50 (normal),184,Medium Fast,Field,"87.5% male, 12.5% female","35 (8,739–8,995 steps)",65,240,334,65,121,251,60,112,240,110,202,350,95,175,317,130,238,394,525,100,100,100,0,100,100,100,100,200,50,100,100,100,100,100,100,50,100
Flareon,https://img.pokemondb.net/artwork/flareon.jpg,0136,Fire,Flame Pokémon,0.9 m (2′11″),25.0 kg (55.1 lbs),1. Flash FireGuts (hidden ability),0136 (Red/Blue/Yellow)0183 (Gold/Silver/Crystal)0136 (FireRed/LeafGreen)0166 (Platinum)0187 (HeartGold/SoulSilver)0094 (Black 2/White 2)0080 (X/Y — Coastal Kalos)0126 (Sun/Moon — Alola dex)0156 (U.Sun/U.Moon — Alola dex)0136 (Let's Go Pikachu/Let's Go Eevee)0199 (Sword/Shield)0028 (Legends: Arceus)0182 (Scarlet/Violet)0077 (The Crown Tundra),2 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),184,Medium Fast,Field,"87.5% male, 12.5% female","35 (8,739–8,995 steps)",65,240,334,130,238,394,60,112,240,95,175,317,110,202,350,65,121,251,525,100,0,200,100,50,50,100,100,200,100,100,50,200,100,100,100,50,50
Porygon,https://img.pokemondb.net/artwork/porygon.jpg,0137,Normal,Virtual Pokémon,0.8 m (2′07″),36.5 kg (80.5 lbs),1. Trace2. DownloadAnalytic (hidden ability),0137 (Red/Blue/Yellow)0215 (Gold/Silver/Crystal)0137 (FireRed/LeafGreen)0192 (Platinum)0220 (HeartGold/SoulSilver)0217 (Sun/Moon — Alola dex)0281 (U.Sun/U.Moon — Alola dex)0137 (Let's Go Pikachu/Let's Go Eevee)0133 (Legends: Arceus)0208 (The Isle of Armor),1 Sp. Atk,"45 (5.9% with PokéBall, full HP)",50 (normal),79,Medium Fast,Mineral,Genderless,"20 (4,884–5,140 steps)",65,240,334,60,112,240,70,130,262,85,157,295,75,139,273,40,76,196,395,100,100,100,100,100,100,200,100,100,100,100,100,100,0,100,100,100,100
Omanyte,https://img.pokemondb.net/artwork/omanyte.jpg,0138,Rock Water,Spiral Pokémon,0.4 m (1′04″),7.5 kg (16.5 lbs),1. Swift Swim2. Shell ArmorWeak Armor (hidden ability),0138 (Red/Blue/Yellow)0220 (Gold/Silver/Crystal)0138 (FireRed/LeafGreen)0225 (HeartGold/SoulSilver)0227 (U.Sun/U.Moon — Alola dex)0138 (Let's Go Pikachu/Let's Go Eevee)0123 (The Crown Tundra),1 Defense,"45 (5.9% with PokéBall, full HP)",50 (normal),71,Medium Fast,"Water 1, Water 3","87.5% male, 12.5% female","30 (7,454–7,710 steps)",35,180,274,40,76,196,100,184,328,90,166,306,55,103,229,35,67,185,355,50,25,100,200,400,50,200,50,200,50,100,100,100,100,100,100,100,100
Omastar,https://img.pokemondb.net/artwork/omastar.jpg,0139,Rock Water,Spiral Pokémon,1.0 m (3′03″),35.0 kg (77.2 lbs),1. Swift Swim2. Shell ArmorWeak Armor (hidden ability),0139 (Red/Blue/Yellow)0221 (Gold/Silver/Crystal)0139 (FireRed/LeafGreen)0226 (HeartGold/SoulSilver)0228 (U.Sun/U.Moon — Alola dex)0139 (Let's Go Pikachu/Let's Go Eevee)0124 (The Crown Tundra),2 Defense,"45 (5.9% with PokéBall, full HP)",50 (normal),173,Medium Fast,"Water 1, Water 3","87.5% male, 12.5% female","30 (7,454–7,710 steps)",70,250,344,60,112,240,125,229,383,115,211,361,70,130,262,55,103,229,495,50,25,100,200,400,50,200,50,200,50,100,100,100,100,100,100,100,100
Kabuto,https://img.pokemondb.net/artwork/kabuto.jpg,0140,Rock Water,Shellfish Pokémon,0.5 m (1′08″),11.5 kg (25.4 lbs),1. Swift Swim2. Battle ArmorWeak Armor (hidden ability),0140 (Red/Blue/Yellow)0222 (Gold/Silver/Crystal)0140 (FireRed/LeafGreen)0227 (HeartGold/SoulSilver)0229 (U.Sun/U.Moon — Alola dex)0140 (Let's Go Pikachu/Let's Go Eevee)0125 (The Crown Tundra),1 Defense,"45 (5.9% with PokéBall, full HP)",50 (normal),71,Medium Fast,"Water 1, Water 3","87.5% male, 12.5% female","30 (7,454–7,710 steps)",30,170,264,80,148,284,90,166,306,55,103,229,45,85,207,55,103,229,355,50,25,100,200,400,50,200,50,200,50,100,100,100,100,100,100,100,100
Kabutops,https://img.pokemondb.net/artwork/kabutops.jpg,0141,Rock Water,Shellfish Pokémon,1.3 m (4′03″),40.5 kg (89.3 lbs),1. Swift Swim2. Battle ArmorWeak Armor (hidden ability),0141 (Red/Blue/Yellow)0223 (Gold/Silver/Crystal)0141 (FireRed/LeafGreen)0228 (HeartGold/SoulSilver)0230 (U.Sun/U.Moon — Alola dex)0141 (Let's Go Pikachu/Let's Go Eevee)0126 (The Crown Tundra),2 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),173,Medium Fast,"Water 1, Water 3","87.5% male, 12.5% female","30 (7,454–7,710 steps)",60,230,324,115,211,361,105,193,339,65,121,251,70,130,262,80,148,284,495,50,25,100,200,400,50,200,50,200,50,100,100,100,100,100,100,100,100
Aerodactyl,https://img.pokemondb.net/artwork/aerodactyl.jpg,0142,Rock Flying,Fossil Pokémon,1.8 m (5′11″),59.0 kg (130.1 lbs),1. Rock Head2. PressureUnnerve (hidden ability),0142 (Red/Blue/Yellow)0224 (Gold/Silver/Crystal)0142 (FireRed/LeafGreen)0229 (HeartGold/SoulSilver)0068 (X/Y — Coastal Kalos)0284 (Sun/Moon — Alola dex)0382 (U.Sun/U.Moon — Alola dex)0142 (Let's Go Pikachu/Let's Go Eevee)0127 (The Crown Tundra),2 Speed,"45 (5.9% with PokéBall, full HP)",50 (normal),180,Slow,Flying,"87.5% male, 12.5% female","35 (8,739–8,995 steps)",80,270,364,105,193,339,65,121,251,60,112,240,75,139,273,130,238,394,515,50,50,200,200,100,200,100,50,0,50,100,50,200,100,100,100,200,100
Mega Aerodactyl,https://img.pokemondb.net/artwork/aerodactyl-mega.jpg,0142,Rock Flying,Fossil Pokémon,1.8 m (5′11″),59.0 kg (130.1 lbs),1. Rock Head2. PressureUnnerve (hidden ability),0142 (Red/Blue/Yellow)0224 (Gold/Silver/Crystal)0142 (FireRed/LeafGreen)0229 (HeartGold/SoulSilver)0068 (X/Y — Coastal Kalos)0284 (Sun/Moon — Alola dex)0382 (U.Sun/U.Moon — Alola dex)0142 (Let's Go Pikachu/Let's Go Eevee)0127 (The Crown Tundra),2 Speed,"45 (5.9% with PokéBall, full HP)",50 (normal),180,Slow,Flying,"87.5% male, 12.5% female","35 (8,739–8,995 steps)",80,270,364,105,193,339,65,121,251,60,112,240,75,139,273,130,238,394,515,50,50,200,200,100,200,100,50,0,50,100,50,200,100,100,100,200,100
Snorlax,https://img.pokemondb.net/artwork/snorlax.jpg,0143,Normal,Sleeping Pokémon,2.1 m (6′11″),460.0 kg (1014.1 lbs),1. Immunity2. Thick FatGluttony (hidden ability),0143 (Red/Blue/Yellow)0225 (Gold/Silver/Crystal)0143 (FireRed/LeafGreen)0113 (Diamond/Pearl)0113 (Platinum)0230 (HeartGold/SoulSilver)0139 (X/Y — Central Kalos)0036 (Sun/Moon — Alola dex)0043 (U.Sun/U.Moon — Alola dex)0143 (Let's Go Pikachu/Let's Go Eevee)0261 (Sword/Shield)0113 (Brilliant Diamond/Shining Pearl)0052 (Legends: Arceus)0173 (The Crown Tundra),2 HP,"25 (3.3% with PokéBall, full HP)",50 (normal),189,Slow,Monster,"87.5% male, 12.5% female","40 (10,024–10,280 steps)",160,430,524,110,202,350,65,121,251,65,121,251,110,202,350,30,58,174,540,100,100,100,100,100,100,200,100,100,100,100,100,100,0,100,100,100,100
Articuno,https://img.pokemondb.net/artwork/articuno.jpg,0144,Ice Flying,Freeze Pokémon,1.7 m (5′07″),55.4 kg (122.1 lbs),1. PressureSnow Cloak (hidden ability),0144 (Red/Blue/Yellow)0235 (Gold/Silver/Crystal)0144 (FireRed/LeafGreen)0240 (HeartGold/SoulSilver)0151 (X/Y — Coastal Kalos)0144 (Let's Go Pikachu/Let's Go Eevee)0202 (The Crown Tundra),3 Sp. Def,"3 (0.4% with PokéBall, full HP)",35 (lower than normal),290,Slow,Undiscovered,Genderless,"80 (20,304–20,560 steps)",90,290,384,85,157,295,100,184,328,95,175,317,125,229,383,85,157,295,580,100,200,100,200,50,100,100,100,0,100,100,50,400,100,100,100,200,100
Galarian Articuno,https://img.pokemondb.net/artwork/articuno-galarian.jpg,0144,Ice Flying,Freeze Pokémon,1.7 m (5′07″),55.4 kg (122.1 lbs),1. PressureSnow Cloak (hidden ability),0144 (Red/Blue/Yellow)0235 (Gold/Silver/Crystal)0144 (FireRed/LeafGreen)0240 (HeartGold/SoulSilver)0151 (X/Y — Coastal Kalos)0144 (Let's Go Pikachu/Let's Go Eevee)0202 (The Crown Tundra),3 Sp. Def,"3 (0.4% with PokéBall, full HP)",35 (lower than normal),290,Slow,Undiscovered,Genderless,"80 (20,304–20,560 steps)",90,290,384,85,157,295,100,184,328,95,175,317,125,229,383,85,157,295,580,100,200,100,200,50,100,100,100,0,100,100,50,400,100,100,100,200,100
Zapdos,https://img.pokemondb.net/artwork/zapdos.jpg,0145,Electric Flying,Electric Pokémon,1.6 m (5′03″),52.6 kg (116.0 lbs),1. PressureStatic (hidden ability),0145 (Red/Blue/Yellow)0236 (Gold/Silver/Crystal)0145 (FireRed/LeafGreen)0241 (HeartGold/SoulSilver)0152 (X/Y — Coastal Kalos)0145 (Let's Go Pikachu/Let's Go Eevee)0203 (The Crown Tundra),3 Sp. Atk,"3 (0.4% with PokéBall, full HP)",35 (lower than normal),290,Slow,Undiscovered,Genderless,"80 (20,304–20,560 steps)",90,290,384,90,166,306,85,157,295,125,229,383,90,166,306,100,184,328,580,100,100,100,100,50,200,50,100,0,50,100,50,200,100,100,100,50,100
Galarian Zapdos,https://img.pokemondb.net/artwork/zapdos-galarian.jpg,0145,Electric Flying,Electric Pokémon,1.6 m (5′03″),52.6 kg (116.0 lbs),1. PressureStatic (hidden ability),0145 (Red/Blue/Yellow)0236 (Gold/Silver/Crystal)0145 (FireRed/LeafGreen)0241 (HeartGold/SoulSilver)0152 (X/Y — Coastal Kalos)0145 (Let's Go Pikachu/Let's Go Eevee)0203 (The Crown Tundra),3 Sp. Atk,"3 (0.4% with PokéBall, full HP)",35 (lower than normal),290,Slow,Undiscovered,Genderless,"80 (20,304–20,560 steps)",90,290,384,90,166,306,85,157,295,125,229,383,90,166,306,100,184,328,580,100,100,100,100,50,200,50,100,0,50,100,50,200,100,100,100,50,100
Moltres,https://img.pokemondb.net/artwork/moltres.jpg,0146,Fire Flying,Flame Pokémon,2.0 m (6′07″),60.0 kg (132.3 lbs),1. PressureFlame Body (hidden ability),0146 (Red/Blue/Yellow)0237 (Gold/Silver/Crystal)0146 (FireRed/LeafGreen)0242 (HeartGold/SoulSilver)0153 (X/Y — Coastal Kalos)0146 (Let's Go Pikachu/Let's Go Eevee)0204 (The Crown Tundra),3 Sp. Atk,"3 (0.4% with PokéBall, full HP)",35 (lower than normal),290,Slow,Undiscovered,Genderless,"80 (20,304–20,560 steps)",90,290,384,100,184,328,90,166,306,125,229,383,85,157,295,90,166,306,580,100,50,200,200,25,100,50,100,0,100,100,25,400,100,100,100,50,50
Galarian Moltres,https://img.pokemondb.net/artwork/moltres-galarian.jpg,0146,Fire Flying,Flame Pokémon,2.0 m (6′07″),60.0 kg (132.3 lbs),1. PressureFlame Body (hidden ability),0146 (Red/Blue/Yellow)0237 (Gold/Silver/Crystal)0146 (FireRed/LeafGreen)0242 (HeartGold/SoulSilver)0153 (X/Y — Coastal Kalos)0146 (Let's Go Pikachu/Let's Go Eevee)0204 (The Crown Tundra),3 Sp. Atk,"3 (0.4% with PokéBall, full HP)",35 (lower than normal),290,Slow,Undiscovered,Genderless,"80 (20,304–20,560 steps)",90,290,384,100,184,328,90,166,306,125,229,383,85,157,295,90,166,306,580,100,50,200,200,25,100,50,100,0,100,100,25,400,100,100,100,50,50
Dratini,https://img.pokemondb.net/artwork/dratini.jpg,0147,Dragon,Dragon Pokémon,1.8 m (5′11″),3.3 kg (7.3 lbs),1. Shed SkinMarvel Scale (hidden ability),0147 (Red/Blue/Yellow)0241 (Gold/Silver/Crystal)0147 (FireRed/LeafGreen)0246 (HeartGold/SoulSilver)0145 (X/Y — Mountain Kalos)0281 (Sun/Moon — Alola dex)0379 (U.Sun/U.Moon — Alola dex)0147 (Let's Go Pikachu/Let's Go Eevee)0347 (Scarlet/Violet)0194 (The Crown Tundra),1 Attack,"45 (5.9% with PokéBall, full HP)",35 (lower than normal),60,Slow,"Dragon, Water 1","50% male, 50% female","40 (10,024–10,280 steps)",41,192,286,64,119,249,45,85,207,50,94,218,50,94,218,50,94,218,300,100,50,50,50,50,200,100,100,100,100,100,100,100,100,200,100,100,200
Dragonair,https://img.pokemondb.net/artwork/dragonair.jpg,0148,Dragon,Dragon Pokémon,4.0 m (13′01″),16.5 kg (36.4 lbs),1. Shed SkinMarvel Scale (hidden ability),0148 (Red/Blue/Yellow)0242 (Gold/Silver/Crystal)0148 (FireRed/LeafGreen)0247 (HeartGold/SoulSilver)0146 (X/Y — Mountain Kalos)0282 (Sun/Moon — Alola dex)0380 (U.Sun/U.Moon — Alola dex)0148 (Let's Go Pikachu/Let's Go Eevee)0348 (Scarlet/Violet)0195 (The Crown Tundra),2 Attack,"45 (5.9% with PokéBall, full HP)",35 (lower than normal),147,Slow,"Dragon, Water 1","50% male, 50% female","40 (10,024–10,280 steps)",61,232,326,84,155,293,65,121,251,70,130,262,70,130,262,70,130,262,420,100,50,50,50,50,200,100,100,100,100,100,100,100,100,200,100,100,200
Dragonite,https://img.pokemondb.net/artwork/dragonite.jpg,0149,Dragon Flying,Dragon Pokémon,2.2 m (7′03″),210.0 kg (463.0 lbs),1. Inner FocusMultiscale (hidden ability),0149 (Red/Blue/Yellow)0243 (Gold/Silver/Crystal)0149 (FireRed/LeafGreen)0248 (HeartGold/SoulSilver)0147 (X/Y — Mountain Kalos)0283 (Sun/Moon — Alola dex)0381 (U.Sun/U.Moon — Alola dex)0149 (Let's Go Pikachu/Let's Go Eevee)0349 (Scarlet/Violet)0196 (The Crown Tundra),3 Attack,"45 (5.9% with PokéBall, full HP)",35 (lower than normal),300,Slow,"Dragon, Water 1","50% male, 50% female","40 (10,024–10,280 steps)",91,292,386,134,245,403,95,175,317,100,184,328,100,184,328,80,148,284,600,100,50,50,100,25,400,50,100,0,100,100,50,200,100,200,100,100,200
Mewtwo,https://img.pokemondb.net/artwork/mewtwo.jpg,0150,Psychic,Genetic Pokémon,2.0 m (6′07″),122.0 kg (269.0 lbs),1. PressureUnnerve (hidden ability),0150 (Red/Blue/Yellow)0249 (Gold/Silver/Crystal)0150 (FireRed/LeafGreen)0254 (HeartGold/SoulSilver)0151 (X/Y — Mountain Kalos)0150 (Let's Go Pikachu/Let's Go Eevee),3 Sp. Atk,"3 (0.4% with PokéBall, full HP)",0 (lower than normal),340,Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)",106,322,416,110,202,350,90,166,306,154,281,447,90,166,306,130,238,394,680,100,100,100,100,100,100,50,100,100,100,50,200,100,200,100,200,100,100
Mega Mewtwo X,https://img.pokemondb.net/artwork/mewtwo-mega-x.jpg,0150,Psychic,Genetic Pokémon,2.0 m (6′07″),122.0 kg (269.0 lbs),1. PressureUnnerve (hidden ability),0150 (Red/Blue/Yellow)0249 (Gold/Silver/Crystal)0150 (FireRed/LeafGreen)0254 (HeartGold/SoulSilver)0151 (X/Y — Mountain Kalos)0150 (Let's Go Pikachu/Let's Go Eevee),3 Sp. Atk,"3 (0.4% with PokéBall, full HP)",0 (lower than normal),340,Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)",106,322,416,110,202,350,90,166,306,154,281,447,90,166,306,130,238,394,680,100,100,100,100,100,100,50,100,100,100,50,200,100,200,100,200,100,100
Mega Mewtwo Y,https://img.pokemondb.net/artwork/mewtwo-mega-y.jpg,0150,Psychic,Genetic Pokémon,2.0 m (6′07″),122.0 kg (269.0 lbs),1. PressureUnnerve (hidden ability),0150 (Red/Blue/Yellow)0249 (Gold/Silver/Crystal)0150 (FireRed/LeafGreen)0254 (HeartGold/SoulSilver)0151 (X/Y — Mountain Kalos)0150 (Let's Go Pikachu/Let's Go Eevee),3 Sp. Atk,"3 (0.4% with PokéBall, full HP)",0 (lower than normal),340,Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)",106,322,416,110,202,350,90,166,306,154,281,447,90,166,306,130,238,394,680,100,100,100,100,100,100,50,100,100,100,50,200,100,200,100,200,100,100
Mew,https://img.pokemondb.net/artwork/mew.jpg,0151,Psychic,New Species Pokémon,0.4 m (1′04″),4.0 kg (8.8 lbs),1. Synchronize,0151 (Red/Blue/Yellow)0250 (Gold/Silver/Crystal)0151 (FireRed/LeafGreen)0255 (HeartGold/SoulSilver)0151 (Let's Go Pikachu/Let's Go Eevee),3 HP,"45 (5.9% with PokéBall, full HP)",100 (higher than normal),300,Medium Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)",100,310,404,100,184,328,100,184,328,100,184,328,100,184,328,100,184,328,600,100,100,100,100,100,100,50,100,100,100,50,200,100,200,100,200,100,100
Chikorita,https://img.pokemondb.net/artwork/chikorita.jpg,0152,Grass,Leaf Pokémon,0.9 m (2′11″),6.4 kg (14.1 lbs),1. OvergrowLeaf Guard (hidden ability),0001 (Gold/Silver/Crystal)0001 (HeartGold/SoulSilver),1 Sp. Def,"45 (5.9% with PokéBall, full HP)",50 (normal),64,Medium Slow,"Grass, Monster","87.5% male, 12.5% female","20 (4,884–5,140 steps)",45,200,294,49,92,216,65,121,251,49,92,216,65,121,251,45,85,207,318,100,200,50,50,50,200,100,200,50,200,100,200,100,100,100,100,100,100
Bayleef,https://img.pokemondb.net/artwork/bayleef.jpg,0153,Grass,Leaf Pokémon,1.2 m (3′11″),15.8 kg (34.8 lbs),1. OvergrowLeaf Guard (hidden ability),0002 (Gold/Silver/Crystal)0002 (HeartGold/SoulSilver),"1 Defense, 1 Sp. Def","45 (5.9% with PokéBall, full HP)",50 (normal),142,Medium Slow,"Grass, Monster","87.5% male, 12.5% female","20 (4,884–5,140 steps)",60,230,324,62,116,245,80,148,284,63,117,247,80,148,284,60,112,240,405,100,200,50,50,50,200,100,200,50,200,100,200,100,100,100,100,100,100
Meganium,https://img.pokemondb.net/artwork/meganium.jpg,0154,Grass,Herb Pokémon,1.8 m (5′11″),100.5 kg (221.6 lbs),1. OvergrowLeaf Guard (hidden ability),0003 (Gold/Silver/Crystal)0003 (HeartGold/SoulSilver),"1 Defense, 2 Sp. Def","45 (5.9% with PokéBall, full HP)",50 (normal),236,Medium Slow,"Grass, Monster","87.5% male, 12.5% female","20 (4,884–5,140 steps)",80,270,364,82,152,289,100,184,328,83,153,291,100,184,328,80,148,284,525,100,200,50,50,50,200,100,200,50,200,100,200,100,100,100,100,100,100
Cyndaquil,https://img.pokemondb.net/artwork/cyndaquil.jpg,0155,Fire,Fire Mouse Pokémon,0.5 m (1′08″),7.9 kg (17.4 lbs),1. BlazeFlash Fire (hidden ability),0004 (Gold/Silver/Crystal)0004 (HeartGold/SoulSilver)0004 (Legends: Arceus),1 Speed,"45 (5.9% with PokéBall, full HP)",50 (normal),62,Medium Slow,Field,"87.5% male, 12.5% female","20 (4,884–5,140 steps)",39,188,282,52,98,223,43,81,203,60,112,240,50,94,218,65,121,251,309,100,50,200,100,50,50,100,100,200,100,100,50,200,100,100,100,50,50
